(0, 2, 1)
(2, 7, 1)
(3, 1, 1)
(6, 11, 1)
(4, 5, 1)
(12, 8, 1)
(15, 8, 1)
(7, 4, 1)
(10, 4, 1)
(9, 10, 1)
(13, 2, 1)
(25, 9, 1)
(26, 4, 1)
(23, 4, 1)
(22, 11, 1)
(20, 5, 1)
(16, 1, 1)
(18, 7, 1)
(19, 1, 1)
(31, 8, 1)
(29, 3, 1)
(28, 8, 1)
(32, 2, 1)
(39, 5, 1)
(35, 1, 1)
(34, 7, 1)
(36, 5, 1)
(38, 10, 1)
(42, 4, 1)
(41, 10, 1)
(45, 2, 1)
(44, 8, 1)
(47, 7, 1)
(50, 7, 1)
(51, 1, 1)
(48, 2, 1)
(54, 10, 1)
(57, 10, 1)
(55, 5, 1)
(58, 4, 1)
(61, 2, 1)
(52, 5, 1)
(63, 7, 1)
(60, 8, 1)
(1, 2, 2)
(14, 3, 2)
(3, 7, 2)
(17, 2, 2)
(8, 4, 2)
(19, 7, 2)
(13, 9, 2)
(20, 1, 2)
(10, 9, 2)
(23, 10, 2)
(7, 10, 2)
(16, 8, 2)
(21, 5, 2)
(11, 3, 2)
(26, 9, 2)
(4, 1, 2)
(24, 4, 2)
(5, 5, 2)
(27, 3, 2)
(57, 3, 16)
(30, 3, 2)
(32, 8, 2)
(59, 9, 16)
(51, 7, 2)
(53, 10, 16)
(54, 5, 16)
(62, 7, 16)
(51, 6, 16)
(49, 2, 2)
(29, 9, 2)
(60, 2, 16)
(40, 4, 2)
(39, 10, 2)
(52, 1, 2)
(53, 5, 2)
(56, 10, 16)
(56, 4, 2)
(36, 1, 2)
(33, 2, 2)
(37, 5, 2)
(42, 9, 2)
(50, 1, 16)
(48, 8, 2)
(49, 6, 16)
(35, 7, 2)
(45, 9, 2)
(59, 3, 2)
(43, 3, 2)
(46, 3, 2)
(58, 9, 2)
(47, 2, 16)
(1, 8, 3)
(62, 3, 2)
(61, 9, 2)
(55, 10, 2)
(4, 6, 3)
(2, 2, 3)
(5, 1, 3)
(22, 6, 3)
(21, 1, 3)
(25, 5, 3)
(27, 9, 3)
(18, 2, 3)
(20, 6, 3)
(24, 10, 3)
(28, 4, 3)
(30, 8, 3)
(44, 2, 16)
(46, 7, 16)
(38, 5, 16)
(40, 10, 16)
(43, 9, 16)
(41, 3, 16)
(6, 6, 3)
(35, 6, 16)
(37, 10, 16)
(31, 3, 3)
(34, 1, 16)
(33, 6, 16)
(9, 5, 3)
(33, 7, 3)
(31, 2, 16)
(12, 4, 3)
(15, 3, 3)
(14, 8, 3)
(8, 10, 3)
(11, 9, 3)
(17, 7, 3)
(5, 6, 4)
(3, 2, 4)
(54, 6, 3)
(7, 6, 4)
(32, 3, 4)
(28, 9, 4)
(6, 1, 4)
(9, 10, 4)
(53, 1, 3)
(10, 5, 4)
(52, 6, 3)
(50, 2, 3)
(15, 8, 4)
(36, 6, 3)
(25, 10, 4)
(22, 1, 4)
(18, 7, 4)
(57, 5, 3)
(37, 1, 3)
(46, 8, 3)
(38, 6, 3)
(0, 3, 4)
(23, 6, 4)
(31, 8, 4)
(19, 2, 4)
(40, 10, 3)
(26, 5, 4)
(34, 7, 4)
(59, 9, 3)
(60, 4, 3)
(13, 4, 4)
(49, 7, 3)
(62, 8, 3)
(29, 4, 4)
(47, 3, 3)
(34, 2, 3)
(21, 6, 4)
(12, 9, 4)
(56, 10, 3)
(2, 7, 4)
(16, 3, 4)
(43, 9, 3)
(41, 5, 3)
(53, 7, 14)
(50, 9, 14)
(51, 2, 14)
(48, 3, 14)
(39, 6, 4)
(47, 8, 4)
(38, 1, 4)
(41, 10, 4)
(42, 5, 4)
(37, 6, 4)
(50, 7, 4)
(48, 3, 4)
(35, 2, 4)
(54, 2, 14)
(54, 1, 4)
(60, 9, 4)
(45, 4, 4)
(58, 5, 4)
(53, 6, 4)
(44, 9, 4)
(51, 2, 4)
(13, 10, 15)
(7, 1, 5)
(55, 6, 4)
(57, 10, 4)
(56, 6, 14)
(3, 7, 5)
(61, 4, 4)
(1, 3, 5)
(57, 1, 14)
(45, 5, 14)
(63, 8, 4)
(4, 1, 5)
(19, 7, 5)
(8, 5, 5)
(13, 9, 5)
(6, 7, 5)
(60, 10, 14)
(14, 3, 5)
(11, 5, 5)
(16, 9, 5)
(17, 3, 5)
(10, 11, 5)
(58, 6, 14)
(29, 10, 15)
(22, 7, 5)
(24, 5, 5)
(32, 9, 5)
(27, 5, 5)
(20, 1, 5)
(33, 3, 5)
(23, 1, 5)
(30, 3, 5)
(47, 10, 14)
(29, 9, 5)
(27, 6, 15)
(26, 11, 5)
(42, 11, 5)
(5, 11, 5)
(35, 7, 5)
(40, 5, 5)
(36, 1, 5)
(39, 1, 5)
(44, 4, 3)
(46, 3, 5)
(43, 5, 5)
(48, 9, 5)
(38, 7, 5)
(51, 7, 5)
(45, 9, 5)
(49, 3, 5)
(26, 1, 15)
(6, 7, 15)
(33, 7, 5)
(61, 9, 5)
(31, 1, 5)
(56, 5, 5)
(52, 1, 5)
(58, 11, 5)
(62, 3, 5)
(4, 2, 15)
(54, 7, 5)
(1, 9, 6)
(55, 1, 5)
(2, 3, 6)
(59, 5, 5)
(9, 6, 15)
(4, 7, 6)
(11, 6, 15)
(28, 3, 5)
(30, 7, 5)
(54, 1, 7)
(41, 10, 1)
(32, 2, 1)
(37, 7, 1)
(34, 7, 1)
(25, 11, 1)
(25, 6, 15)
(27, 9, 5)
(39, 5, 1)
(56, 7, 7)
(47, 8, 1)
(29, 4, 1)
(38, 1, 1)
(23, 2, 15)
(26, 4, 1)
(35, 2, 1)
(7, 2, 15)
(44, 10, 1)
(16, 3, 1)
(21, 7, 1)
(42, 5, 1)
(45, 4, 1)
(18, 8, 1)
(10, 1, 15)
(19, 1, 1)
(60, 2, 14)
(28, 9, 1)
(31, 8, 1)
(51, 5, 5)
(22, 1, 1)
(25, 10, 11)
(25, 3, 5)
(24, 9, 5)
(36, 2, 15)
(43, 6, 15)
(45, 10, 15)
(3, 9, 15)
(22, 5, 5)
(59, 9, 14)
(38, 7, 15)
(58, 1, 15)
(7, 5, 1)
(17, 3, 15)
(42, 1, 15)
(5, 7, 1)
(41, 6, 15)
(39, 2, 15)
(22, 7, 15)
(19, 9, 15)
(16, 9, 8)
(14, 10, 16)
(54, 6, 16)
(14, 5, 8)
(57, 3, 14)
(63, 10, 14)
(60, 6, 14)
(11, 5, 8)
(9, 10, 1)
(61, 10, 15)
(20, 3, 8)
(8, 2, 16)
(56, 10, 16)
(1, 3, 15)
(20, 2, 15)
(59, 6, 15)
(19, 9, 8)
(3, 1, 1)
(57, 5, 16)
(13, 11, 8)
(10, 1, 8)
(59, 10, 16)
(61, 5, 14)
(60, 3, 16)
(53, 1, 16)
(57, 6, 15)
(16, 10, 15)
(10, 4, 1)
(11, 1, 16)
(22, 7, 8)
(52, 6, 16)
(62, 9, 16)
(23, 5, 1)
(6, 1, 1)
(10, 6, 16)
(50, 1, 5)
(12, 6, 16)
(2, 8, 1)
(15, 8, 1)
(9, 7, 8)
(49, 7, 16)
(56, 10, 14)
(7, 2, 1)
(7, 1, 8)
(17, 3, 8)
(0, 3, 1)
(47, 2, 16)
(44, 3, 16)
(50, 2, 16)
(13, 4, 1)
(12, 10, 1)
(49, 7, 5)
(43, 10, 16)
(13, 1, 1)
(46, 7, 5)
(38, 6, 16)
(54, 5, 14)
(60, 5, 14)
(46, 9, 16)
(22, 8, 1)
(23, 3, 1)
(21, 11, 5)
(14, 6, 1)
(47, 1, 5)
(40, 10, 16)
(41, 5, 16)
(30, 5, 1)
(6, 5, 5)
(9, 8, 1)
(16, 10, 1)
(26, 1, 1)
(28, 7, 1)
(59, 1, 14)
(6, 9, 1)
(20, 4, 1)
(25, 8, 1)
(1, 4, 1)
(29, 1, 1)
(35, 7, 5)
(14, 9, 6)
(27, 5, 8)
(33, 3, 8)
(29, 11, 8)
(50, 7, 1)
(34, 1, 5)
(14, 3, 5)
(63, 8, 1)
(60, 10, 1)
(53, 10, 14)
(12, 6, 1)
(37, 1, 16)
(4, 3, 1)
(19, 9, 1)
(19, 7, 5)
(51, 2, 1)
(36, 6, 16)
(32, 9, 8)
(47, 7, 4)
(11, 3, 5)
(36, 3, 8)
(16, 7, 5)
(10, 9, 5)
(38, 7, 8)
(5, 1, 6)
(9, 5, 6)
(18, 3, 6)
(34, 2, 16)
(60, 8, 4)
(10, 2, 1)
(11, 11, 6)
(33, 7, 16)
(32, 7, 5)
(55, 5, 4)
(7, 11, 5)
(55, 5, 1)
(29, 9, 5)
(26, 1, 8)
(12, 5, 6)
(7, 7, 6)
(3, 10, 1)
(35, 9, 8)
(35, 5, 5)
(32, 11, 1)
(54, 1, 1)
(58, 5, 1)
(33, 9, 6)
(58, 4, 4)
(15, 3, 6)
(8, 5, 5)
(63, 7, 4)
(61, 4, 1)
(51, 1, 4)
(17, 1, 5)
(30, 5, 8)
(8, 1, 6)
(23, 1, 8)
(31, 2, 16)
(13, 9, 5)
(48, 2, 1)
(21, 4, 1)
(26, 9, 5)
(50, 6, 4)
(27, 3, 1)
(30, 3, 5)
(4, 2, 2)
(25, 7, 8)
(21, 1, 6)
(53, 7, 1)
(27, 3, 5)
(57, 10, 1)
(5, 5, 5)
(38, 10, 4)
(39, 5, 4)
(51, 7, 5)
(43, 9, 5)
(3, 6, 5)
(41, 9, 4)
(23, 9, 1)
(31, 7, 4)
(1, 2, 5)
(17, 4, 1)
(25, 9, 4)
(54, 10, 4)
(28, 5, 6)
(48, 2, 4)
(59, 10, 14)
(17, 9, 6)
(33, 1, 5)
(23, 7, 6)
(44, 7, 1)
(61, 3, 4)
(26, 8, 1)
(13, 5, 11)
(57, 9, 4)
(18, 5, 1)
(20, 7, 6)
(44, 3, 5)
(45, 3, 4)
(59, 8, 3)
(23, 5, 4)
(45, 1, 1)
(12, 10, 11)
(18, 9, 11)
(24, 4, 1)
(16, 3, 11)
(27, 11, 6)
(33, 5, 1)
(48, 7, 5)
(44, 8, 4)
(11, 4, 2)
(22, 10, 4)
(20, 11, 1)
(10, 6, 11)
(42, 2, 1)
(1, 3, 2)
(6, 7, 2)
(45, 9, 5)
(4, 1, 5)
(46, 3, 5)
(31, 3, 6)
(30, 1, 1)
(32, 2, 4)
(25, 5, 6)
(17, 1, 1)
(30, 9, 6)
(35, 1, 4)
(24, 1, 6)
(41, 7, 8)
(43, 3, 5)
(19, 1, 4)
(48, 9, 8)
(51, 6, 14)
(36, 6, 4)
(52, 6, 4)
(34, 3, 6)
(42, 4, 4)
(42, 1, 8)
(32, 7, 1)
(49, 1, 5)
(24, 5, 5)
(52, 3, 8)
(8, 5, 2)
(26, 4, 4)
(11, 2, 1)
(36, 7, 6)
(49, 3, 8)
(43, 5, 8)
(29, 3, 4)
(51, 9, 8)
(39, 1, 8)
(7, 1, 2)
(45, 11, 8)
(5, 7, 15)
(56, 9, 3)
(16, 9, 2)
(15, 10, 11)
(51, 6, 3)
(3, 8, 2)
(53, 10, 3)
(50, 1, 3)
(28, 8, 4)
(62, 7, 3)
(21, 5, 5)
(13, 8, 1)
(19, 2, 11)
(41, 3, 5)
(46, 5, 8)
(13, 9, 2)
(39, 2, 1)
(10, 10, 2)
(48, 10, 1)
(49, 9, 6)
(34, 6, 4)
(16, 2, 4)
(29, 8, 1)
(60, 3, 3)
(6, 10, 4)
(7, 5, 4)
(54, 7, 8)
(14, 2, 1)
(57, 4, 3)
(20, 6, 4)
(46, 5, 1)
(36, 4, 1)
(54, 5, 3)
(16, 6, 1)
(13, 3, 4)
(39, 7, 6)
(40, 1, 6)
(8, 4, 1)
(58, 6, 14)
(1, 7, 6)
(14, 3, 2)
(47, 3, 6)
(10, 4, 4)
(39, 7, 9)
(21, 7, 11)
(36, 9, 9)
(52, 7, 6)
(23, 11, 5)
(13, 10, 12)
(26, 6, 9)
(44, 5, 6)
(3, 1, 4)
(40, 9, 5)
(62, 3, 5)
(41, 5, 6)
(37, 5, 5)
(30, 10, 9)
(20, 1, 5)
(28, 6, 9)
(10, 8, 1)
(41, 7, 1)
(6, 2, 15)
(0, 2, 4)
(9, 9, 4)
(35, 10, 1)
(13, 5, 15)
(37, 1, 6)
(57, 6, 14)
(42, 6, 11)
(55, 2, 1)
(2, 1, 6)
(24, 2, 9)
(50, 3, 6)
(58, 6, 11)
(33, 10, 9)
(7, 10, 1)
(5, 9, 15)
(38, 8, 1)
(14, 5, 12)
(57, 7, 1)
(42, 9, 5)
(30, 9, 14)
(11, 6, 12)
(37, 2, 9)
(26, 10, 2)
(34, 3, 9)
(12, 8, 4)
(39, 11, 5)
(2, 6, 4)
(13, 6, 15)
(31, 5, 9)
(57, 10, 11)
(4, 11, 1)
(6, 2, 15)
(50, 1, 14)
(27, 1, 9)
(1, 1, 1)
(60, 10, 11)
(2, 6, 1)
(4, 6, 4)
(54, 8, 1)
(33, 3, 12)
(15, 7, 4)
(7, 7, 16)
(4, 7, 6)
(30, 5, 12)
(46, 9, 6)
(47, 10, 14)
(60, 7, 1)
(35, 9, 12)
(35, 9, 15)
(5, 4, 1)
(43, 11, 6)
(29, 10, 12)
(18, 6, 4)
(50, 4, 2)
(40, 5, 5)
(38, 5, 5)
(3, 1, 3)
(62, 9, 6)
(27, 6, 12)
(45, 6, 14)
(6, 7, 12)
(17, 3, 12)
(27, 8, 3)
(44, 10, 11)
(32, 10, 12)
(41, 6, 12)
(61, 5, 11)
(39, 2, 12)
(5, 2, 4)
(3, 9, 12)
(2, 10, 3)
(55, 6, 11)
(4, 6, 3)
(50, 10, 14)
(61, 9, 5)
(22, 5, 3)
(6, 10, 3)
(40, 4, 1)
(58, 2, 1)
(7, 5, 3)
(19, 9, 12)
(36, 2, 12)
(43, 6, 12)
(19, 6, 3)
(16, 10, 12)
(2, 4, 2)
(9, 1, 15)
(53, 3, 2)
(24, 6, 11)
(17, 10, 13)
(22, 7, 12)
(8, 1, 4)
(3, 3, 7)
(39, 10, 1)
(56, 2, 14)
(52, 9, 2)
(44, 6, 9)
(48, 5, 14)
(9, 9, 3)
(36, 10, 1)
(57, 5, 6)
(36, 1, 5)
(45, 10, 12)
(4, 7, 4)
(12, 8, 3)
(10, 4, 3)
(33, 1, 1)
(53, 9, 14)
(36, 9, 2)
(20, 2, 12)
(37, 11, 5)
(38, 7, 12)
(4, 2, 12)
(61, 1, 1)
(46, 5, 12)
(42, 8, 1)
(61, 7, 2)
(23, 2, 12)
(1, 7, 3)
(5, 7, 7)
(22, 2, 11)
(32, 10, 15)
(0, 3, 7)
(46, 2, 1)
(18, 4, 2)
(57, 6, 12)
(59, 5, 8)
(58, 8, 2)
(47, 10, 11)
(59, 11, 6)
(13, 5, 7)
(37, 5, 1)
(63, 10, 11)
(33, 3, 15)
(15, 7, 3)
(25, 4, 3)
(53, 5, 5)
(61, 11, 8)
(46, 10, 14)
(57, 7, 8)
(1, 3, 12)
(17, 7, 6)
(18, 9, 7)
(49, 5, 1)
(8, 7, 7)
(13, 3, 3)
(1, 9, 9)
(28, 3, 3)
(16, 2, 3)
(56, 5, 5)
(42, 1, 12)
(14, 6, 3)
(55, 7, 6)
(29, 5, 15)
(51, 3, 14)
(45, 5, 11)
(14, 5, 15)
(51, 10, 1)
(59, 2, 2)
(21, 2, 13)
(56, 1, 14)
(58, 1, 8)
(20, 9, 2)
(15, 5, 13)
(21, 4, 2)
(42, 6, 9)
(48, 10, 12)
(40, 2, 9)
(8, 6, 14)
(21, 10, 3)
(7, 6, 4)
(52, 1, 5)
(34, 5, 1)
(19, 3, 7)
(20, 7, 6)
(59, 6, 12)
(4, 9, 2)
(34, 3, 13)
(4, 9, 9)
(14, 10, 13)
(61, 10, 12)
(59, 5, 12)
(2, 9, 7)
(46, 10, 9)
(9, 2, 15)
(1, 10, 2)
(10, 6, 14)
(55, 1, 8)
(20, 9, 13)
(61, 10, 12)
(18, 3, 13)
(55, 1, 12)
(5, 2, 16)
(19, 8, 2)
(27, 2, 2)
(49, 3, 12)
(12, 2, 3)
(16, 3, 7)
(59, 3, 5)
(52, 4, 1)
(48, 7, 1)
(17, 3, 2)
(56, 3, 2)
(58, 1, 12)
(9, 3, 3)
(61, 8, 2)
(3, 5, 3)
(2, 3, 9)
(0, 5, 3)
(52, 2, 12)
(18, 6, 3)
(24, 3, 2)
(58, 9, 5)
(6, 1, 7)
(30, 10, 13)
(49, 3, 15)
(56, 1, 6)
(11, 10, 4)
(6, 2, 14)
(18, 1, 6)
(43, 1, 9)
(23, 1, 12)
(47, 5, 9)
(33, 10, 2)
(9, 1, 14)
(62, 5, 8)
(23, 7, 13)
(62, 1, 2)
(12, 10, 14)
(23, 1, 2)
(5, 3, 9)
(12, 6, 13)
(30, 5, 15)
(33, 10, 13)
(60, 10, 11)
(37, 2, 13)
(45, 7, 1)
(55, 2, 12)
(21, 7, 7)
(55, 2, 15)
(58, 9, 2)
(48, 10, 15)
(8, 11, 6)
(25, 6, 12)
(43, 2, 1)
(14, 1, 2)
(54, 7, 12)
(52, 2, 15)
(11, 7, 3)
(31, 2, 14)
(46, 10, 14)
(55, 11, 5)
(45, 8, 2)
(5, 3, 2)
(5, 7, 14)
(14, 9, 6)
(11, 2, 2)
(4, 5, 6)
(22, 7, 2)
(58, 5, 11)
(26, 1, 12)
(39, 9, 2)
(7, 2, 12)
