(62, 11)
(63, 3)
(62, 10)
(62, 9)
(62, 4)
(63, 5)
(63, 4)
(63, 6)
(63, 7)
(62, 6)
(62, 8)
(63, 8)
(62, 3)
(62, 7)
(63, 2)
(62, 2)
(63, 9)
(63, 1)
(63, 10)
(62, 1)
(63, 11)
(62, 5)
(36, 1)
(61, 10)
(61, 9)
(60, 11)
(61, 11)
(60, 9)
(41, 10)
(60, 10)
(61, 7)
(61, 8)
(61, 5)
(60, 8)
(61, 6)
(61, 4)
(61, 3)
(61, 2)
(61, 1)
(60, 7)
(54, 1)
(60, 6)
(60, 4)
(60, 5)
(60, 2)
(27, 4)
(60, 3)
(54, 2)
(27, 2)
(54, 8)
(27, 3)
(27, 1)
(54, 9)
(14, 10)
(59, 11)
(54, 7)
(59, 10)
(54, 6)
(54, 3)
(14, 11)
(54, 10)
(14, 8)
(14, 6)
(21, 9)
(14, 2)
(54, 11)
(60, 1)
(54, 4)
(14, 7)
(14, 5)
