(28, 2, 12)
(27, 1, 12)
(4, 5, 13)
(8, 10, 13)
(31, 8, 13)
(29, 0, 13)
(6, 2, 13)
(24, 4, 13)
(22, 7, 13)
(38, 1, 13)
(40, 9, 13)
(15, 3, 13)
(13, 6, 13)
(6, 7, 13)
(33, 10, 13)
(15, 8, 13)
(8, 4, 13)
(31, 2, 13)
(24, 9, 13)
(40, 3, 13)
(17, 5, 13)
(1, 0, 13)
(26, 6, 13)
(10, 1, 13)
(19, 8, 14)
(3, 3, 14)
(28, 9, 13)
(12, 4, 13)
(37, 10, 13)
(21, 5, 13)
(18, 7, 14)
(2, 2, 14)
(27, 8, 13)
(5, 0, 13)
(11, 3, 13)
(36, 9, 13)
(30, 6, 13)
(20, 4, 13)
(4, 10, 13)
(14, 1, 13)
(29, 5, 13)
(13, 0, 13)
(38, 6, 13)
(23, 2, 13)
(22, 1, 13)
(39, 7, 13)
(0, 4, 12)
(40, 3, 12)
(32, 3, 13)
(9, 5, 13)
(16, 9, 13)
(7, 8, 13)
(0, 4, 13)
(25, 10, 13)
(34, 0, 13)
(27, 7, 13)
(18, 6, 13)
(2, 1, 13)
(11, 2, 13)
(29, 3, 12)
(24, 9, 12)
(3, 3, 13)
(17, 0, 13)
(37, 10, 12)
(26, 1, 13)
(35, 2, 13)
(1, 6, 13)
(10, 7, 13)
(28, 9, 12)
(19, 8, 13)
(39, 7, 12)
(7, 8, 12)
(33, 5, 13)
(14, 1, 12)
(23, 2, 12)
(30, 6, 12)
(12, 4, 12)
(5, 0, 12)
(21, 5, 12)
(32, 3, 12)
(15, 8, 12)
(16, 9, 12)
(9, 1, 13)
(20, 10, 13)
(31, 2, 12)
(22, 1, 12)
(0, 0, 14)
(29, 5, 12)
(25, 6, 13)
(38, 6, 12)
(36, 4, 13)
(6, 7, 12)
(18, 2, 13)
(11, 9, 13)
(27, 3, 13)
(4, 10, 12)
(2, 8, 13)
(16, 5, 14)
(34, 7, 13)
(20, 4, 12)
(13, 0, 12)
(33, 7, 12)
(17, 2, 12)
(36, 8, 13)
(20, 3, 13)
(4, 9, 13)
(29, 4, 13)
(13, 10, 13)
(9, 6, 13)
(22, 0, 13)
(32, 4, 13)
(6, 6, 13)
(34, 1, 13)
(18, 7, 13)
(38, 5, 13)
(2, 2, 13)
(31, 1, 12)
(15, 7, 12)
(36, 9, 12)
(0, 5, 13)
(40, 2, 12)
(16, 10, 13)
(2, 10, 13)
(36, 10, 12)
(34, 9, 13)
(25, 8, 13)
(11, 0, 13)
(9, 3, 13)
(20, 1, 12)
(4, 7, 12)
(36, 6, 12)
(18, 4, 13)
(27, 5, 13)
(21, 3, 13)
(11, 3, 12)
(25, 0, 13)
(29, 2, 12)
(5, 9, 13)
(39, 5, 13)
(14, 10, 13)
(27, 8, 12)
(37, 8, 13)
(16, 7, 13)
(7, 6, 13)
(30, 4, 13)
(32, 1, 13)
(0, 2, 13)
(23, 0, 13)
(13, 8, 12)
(38, 3, 12)
(22, 9, 12)
(6, 4, 12)
(31, 10, 12)
(15, 5, 12)
(40, 0, 12)
(24, 6, 12)
(25, 10, 12)
(8, 1, 12)
(35, 7, 13)
(28, 3, 13)
(11, 4, 12)
(12, 9, 13)
(5, 5, 13)
(37, 4, 13)
(21, 10, 13)
(3, 8, 13)
(30, 0, 12)
(19, 2, 13)
(14, 6, 12)
(39, 1, 12)
(35, 9, 12)
(34, 8, 12)
(18, 3, 12)
(19, 4, 12)
(27, 9, 12)
(2, 3, 12)
(18, 8, 12)
(34, 2, 12)
(25, 1, 12)
(9, 7, 12)
(0, 6, 12)
(16, 0, 12)
(16, 1, 12)
(29, 10, 13)
(4, 4, 14)
(13, 5, 13)
(20, 9, 14)
(13, 9, 13)
(36, 7, 13)
(15, 6, 13)
(22, 10, 13)
(4, 8, 13)
(26, 9, 13)
(29, 3, 13)
(20, 2, 13)
(35, 10, 13)
(3, 0, 13)
(38, 4, 13)
(23, 7, 12)
(28, 0, 13)
(31, 0, 13)
(38, 0, 13)
(10, 4, 13)
(12, 1, 13)
(12, 6, 13)
(7, 10, 12)
(5, 2, 13)
(6, 5, 13)
(21, 7, 13)
(19, 5, 13)
(37, 1, 13)
(39, 9, 12)
(30, 8, 13)
(32, 5, 12)
(14, 3, 13)
(22, 6, 13)
(23, 4, 12)
(28, 6, 13)
(40, 1, 13)
(7, 2, 12)
(37, 7, 12)
(6, 1, 13)
(30, 3, 12)
(32, 8, 12)
(21, 2, 12)
(5, 8, 12)
(16, 3, 12)
(31, 7, 13)
(19, 6, 15)
(17, 9, 15)
(0, 9, 12)
(24, 3, 13)
(10, 5, 15)
(1, 4, 15)
(26, 10, 15)
(12, 2, 15)
(35, 0, 15)
(40, 8, 13)
(33, 3, 15)
(21, 3, 15)
(39, 5, 15)
(15, 2, 13)
(30, 4, 15)
(25, 4, 12)
(3, 1, 15)
(7, 6, 15)
(23, 0, 15)
(5, 9, 15)
(28, 7, 15)
(9, 10, 12)
(37, 8, 15)
(16, 7, 15)
(14, 10, 15)
(32, 1, 15)
(9, 3, 15)
(34, 9, 15)
(18, 4, 15)
(2, 10, 15)
(32, 0, 12)
(29, 2, 14)
(0, 2, 15)
(13, 8, 14)
(25, 8, 15)
(14, 9, 12)
(4, 7, 14)
(23, 10, 12)
(20, 1, 14)
(34, 5, 12)
(16, 6, 12)
(27, 5, 15)
(39, 4, 12)
(11, 0, 15)
(25, 7, 12)
(0, 1, 12)
(36, 6, 14)
(7, 5, 12)
(22, 9, 14)
(18, 0, 12)
(6, 4, 14)
(24, 6, 14)
(38, 3, 14)
(40, 0, 14)
(8, 1, 14)
(15, 5, 14)
(17, 2, 14)
