(38, 1, 10)
(40, 3, 10)
(37, 11, 10)
(39, 1, 10)
(35, 9, 10)
(36, 9, 10)
(33, 7, 10)
(41, 3, 10)
(31, 5, 10)
(34, 7, 10)
(26, 1, 10)
(27, 1, 10)
(28, 3, 10)
(29, 3, 10)
(8, 1, 11)
(25, 11, 10)
(30, 5, 10)
(7, 11, 11)
(9, 1, 11)
(11, 3, 11)
(5, 9, 11)
(6, 9, 11)
(10, 3, 11)
(3, 7, 11)
(4, 7, 11)
(19, 5, 10)
(24, 9, 10)
(0, 5, 11)
(23, 9, 10)
(21, 7, 10)
(18, 5, 10)
(22, 7, 10)
(1, 5, 11)
(15, 1, 10)
(17, 3, 10)
(16, 3, 10)
(14, 1, 10)
(13, 11, 10)
(13, 6, 4)
(22, 5, 4)
(14, 7, 4)
(21, 4, 4)
(20, 3, 4)
(10, 9, 5)
(11, 9, 10)
(18, 1, 4)
(12, 9, 10)
(11, 6, 4)
(38, 7, 4)
(11, 10, 5)
(19, 2, 4)
(9, 8, 5)
(37, 6, 4)
(23, 6, 4)
(41, 10, 4)
(40, 9, 4)
(39, 8, 4)
(26, 7, 4)
(10, 7, 10)
(35, 6, 4)
(31, 2, 4)
(8, 7, 5)
(32, 3, 4)
(33, 4, 4)
(4, 5, 5)
(3, 4, 5)
(27, 8, 4)
(7, 5, 10)
(29, 10, 4)
(9, 7, 10)
(6, 5, 10)
(7, 6, 5)
(34, 5, 4)
(2, 3, 5)
(30, 1, 4)
(1, 2, 5)
(0, 1, 5)
(15, 8, 4)
(3, 1, 10)
(5, 6, 5)
(25, 6, 4)
(5, 3, 10)
(4, 3, 10)
(2, 1, 10)
(39, 7, 9)
(28, 9, 4)
(40, 7, 9)
(20, 7, 5)
(21, 8, 5)
(37, 5, 9)
(22, 9, 5)
(19, 6, 5)
(41, 9, 9)
(42, 9, 9)
(16, 9, 4)
(1, 11, 10)
(23, 10, 5)
(36, 5, 9)
(17, 6, 5)
(14, 3, 5)
(13, 2, 5)
(16, 5, 5)
(17, 10, 4)
(12, 1, 5)
(15, 4, 5)
(29, 5, 1)
(5, 10, 4)
(41, 5, 3)
(35, 3, 9)
(33, 1, 9)
(34, 3, 9)
(3, 8, 4)
(31, 11, 9)
(20, 2, 4)
(29, 9, 4)
(22, 4, 4)
(24, 6, 4)
(30, 10, 4)
(28, 8, 4)
(21, 3, 4)
(27, 7, 4)
(23, 5, 4)
(26, 6, 4)
(4, 9, 4)
(30, 9, 9)
(32, 1, 9)
(2, 8, 4)
(1, 7, 4)
(34, 9, 3)
(39, 3, 3)
(40, 4, 3)
(35, 10, 3)
(33, 9, 3)
(29, 9, 9)
(31, 7, 3)
(32, 8, 3)
(1, 1, 1)
(0, 1, 1)
(27, 7, 9)
(28, 7, 9)
(23, 10, 3)
(22, 9, 3)
(12, 1, 1)
(36, 1, 1)
(20, 8, 3)
(10, 5, 4)
(10, 9, 3)
(36, 1, 3)
(15, 4, 1)
(38, 3, 3)
(24, 1, 1)
(29, 5, 3)
(14, 2, 1)
(37, 2, 3)
(4, 4, 1)
(2, 2, 1)
(38, 2, 1)
(25, 1, 1)
(26, 3, 3)
(37, 2, 1)
(21, 9, 3)
(25, 5, 9)
(24, 5, 9)
(16, 4, 1)
(3, 4, 1)
(25, 2, 3)
(8, 8, 3)
(11, 10, 3)
(28, 4, 3)
(19, 2, 2)
(5, 5, 3)
(27, 3, 3)
(6, 1, 4)
(0, 1, 3)
(2, 3, 3)
(7, 2, 4)
(24, 1, 3)
